   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
       40    0.000    0.000    0.000    0.000 posixpath.py:120(dirname)
        1    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
        1    0.000    0.000    0.000    0.000 posixpath.py:358(abspath)
        1    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(isabs)
        2    0.000    0.000    0.000    0.000 posixpath.py:61(join)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 problem_base.py:2(<module>)
        1    0.000    0.000    0.000    0.000 problem_base.py:6(ProblemBase)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:71(sixu)
        1    0.000    0.000    0.000    0.000 quadpack.py:20(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:705(_RangeFunc)
        1    0.000    0.000    0.000    0.000 quadpack.py:718(_OptFunc)
        1    0.000    0.000    0.000    0.000 quadpack.py:727(_NQuad)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quadrature.py:18(AccuracyWarning)
        1    0.000    0.000    0.001    0.001 random.py:100(seed)
        1    0.000    0.000    0.028    0.028 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:655(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:805(SystemRandom)
        1    0.000    0.000    0.001    0.001 random.py:91(__init__)
      126    0.000    0.000    0.001    0.000 re.py:138(match)
        6    0.000    0.000    0.000    0.000 re.py:143(search)
       28    0.000    0.000    0.032    0.001 re.py:192(compile)
      160    0.001    0.000    0.033    0.000 re.py:230(_compile)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
     1953    0.007    0.000    0.010    0.000 shape_base.py:61(atleast_2d)
     1722    0.014    0.000    0.023    0.000 shape_base.py:785(tile)
     3444    0.001    0.000    0.001    0.000 shape_base.py:856(<genexpr>)
      820    0.000    0.000    0.000    0.000 shape_base.py:866(<genexpr>)
   660522    1.429    0.000    3.642    0.000 shape_base.py:9(atleast_1d)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.001    0.001    0.001    0.001 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:136(Iterator)
        1    0.000    0.000    0.000    0.000 six.py:209(exec_)
        1    0.000    0.000    0.000    0.000 six.py:53(X)
        1    0.000    0.000    0.000    0.000 six.py:54(__len__)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
     1312    0.001    0.000    0.003    0.000 smoother_base.py:13(__init__)
        1    0.000    0.000    0.000    0.000 smoother_base.py:2(<module>)
    14303    0.002    0.000    0.002    0.000 smoother_base.py:33(A)
     1312    0.001    0.000    0.001    0.000 smoother_base.py:39(A)
        1    0.000    0.000    0.000    0.000 smoother_base.py:7(SmootherBase)
        1    0.000    0.000    0.000    0.000 socket.py:171(_closedsocket)
        1    0.000    0.000    0.000    0.000 socket.py:183(_socketobject)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        1    0.001    0.001    0.002    0.002 socket.py:45(<module>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
      524    0.001    0.000    0.001    0.000 sputils.py:101(getdtype)
  1893269    5.663    0.000   14.263    0.000 sputils.py:125(get_index_dtype)
   333304    0.195    0.000    0.548    0.000 sputils.py:177(isscalarlike)
  2427396    1.764    0.000    4.374    0.000 sputils.py:182(isintlike)
   941835    1.413    0.000    1.726    0.000 sputils.py:198(isshape)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
  2427396    1.523    0.000    2.610    0.000 sputils.py:213(issequence)
     1838    0.001    0.000    0.001    0.000 sputils.py:223(isdense)
        1    0.000    0.000    0.000    0.000 sputils.py:227(IndexMixin)
  1352976    5.707    0.000   13.590    0.000 sputils.py:238(_unpack_index)
     6658    0.007    0.000    0.011    0.000 sputils.py:26(upcast)
  1352976    2.007    0.000    2.150    0.000 sputils.py:266(_check_ellipsis)
  1682376    3.712    0.000    5.834    0.000 sputils.py:304(_check_boolean)
   329400    1.788    0.000   10.306    0.000 sputils.py:323(_index_to_arrays)
    24494    0.010    0.000    0.014    0.000 sputils.py:60(upcast_char)
   943463    0.965    0.000    2.193    0.000 sputils.py:97(to_native)
       70    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
      158    0.003    0.000    0.005    0.000 sre_compile.py:228(_compile_charset)
      158    0.001    0.000    0.002    0.000 sre_compile.py:256(_optimize_charset)
       32    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
      167    0.000    0.000    0.000    0.000 sre_compile.py:428(_simple)
       30    0.000    0.000    0.002    0.000 sre_compile.py:433(_compile_info)
       60    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
       30    0.000    0.000    0.012    0.000 sre_compile.py:552(_code)
       30    0.000    0.000    0.032    0.001 sre_compile.py:567(compile)
   373/30    0.003    0.000    0.010    0.000 sre_compile.py:64(_compile)
      773    0.000    0.000    0.000    0.000 sre_parse.py:137(__len__)
     1591    0.001    0.000    0.002    0.000 sre_parse.py:141(__getitem__)
      167    0.000    0.000    0.000    0.000 sre_parse.py:145(__setitem__)
      545    0.000    0.000    0.000    0.000 sre_parse.py:149(append)
  533/197    0.001    0.000    0.002    0.000 sre_parse.py:151(getwidth)
       30    0.000    0.000    0.000    0.000 sre_parse.py:189(__init__)
     2185    0.004    0.000    0.004    0.000 sre_parse.py:193(__next)
     1055    0.000    0.000    0.001    0.000 sre_parse.py:206(match)
     1881    0.001    0.000    0.005    0.000 sre_parse.py:212(get)
      106    0.000    0.000    0.000    0.000 sre_parse.py:221(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:224(isdigit)
       18    0.000    0.000    0.000    0.000 sre_parse.py:227(isname)
       41    0.000    0.000    0.000    0.000 sre_parse.py:236(_class_escape)
      102    0.000    0.000    0.000    0.000 sre_parse.py:268(_escape)
   110/30    0.001    0.000    0.020    0.001 sre_parse.py:317(_parse_sub)
   173/30    0.010    0.000    0.019    0.001 sre_parse.py:395(_parse)
       30    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       30    0.000    0.000    0.020    0.001 sre_parse.py:706(parse)
       62    0.000    0.000    0.000    0.000 sre_parse.py:74(opengroup)
       62    0.000    0.000    0.000    0.000 sre_parse.py:85(closegroup)
      373    0.000    0.000    0.000    0.000 sre_parse.py:92(__init__)
   658800    1.980    0.000    2.312    0.000 stride_tricks.py:118(_broadcast_shape)
   658800    2.914    0.000   12.680    0.000 stride_tricks.py:137(broadcast_arrays)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
  1647000    0.567    0.000    0.567    0.000 stride_tricks.py:193(<genexpr>)
   658800    0.277    0.000    0.277    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
   658800    4.684    0.000    6.272    0.000 stride_tricks.py:57(_broadcast_to)
  1976400    0.359    0.000    0.359    0.000 stride_tricks.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        6    0.000    0.000    0.000    0.000 string.py:310(join)
        1    0.000    0.000    0.001    0.001 subprocess.py:387(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:400(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(Popen)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.001    0.001    0.029    0.029 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        3    0.000    0.000  137.358   45.786 test_newton.py:12(test_newton)
        1    0.001    0.001  137.522  137.522 test_newton.py:3(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1049(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1079(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1081(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1119(_DummyThread)
        2    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:125(_RLock)
        2    0.000    0.000    0.000    0.000 threading.py:132(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:147(acquire)
        4    0.000    0.000    0.000    0.000 threading.py:187(release)
        2    0.000    0.000    0.000    0.000 threading.py:242(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:255(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:285(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:288(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:300(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 threading.py:400(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:423(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:515(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        1    0.000    0.000    0.000    0.000 threading.py:552(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:57(_Verbose)
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
        6    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:631(Thread)
        9    0.000    0.000    0.000    0.000 threading.py:64(_note)
        1    0.000    0.000    0.000    0.000 threading.py:647(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:780(_set_ident)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:146(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:148(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:179(Untokenizer)
        1    0.000    0.000    0.022    0.022 tokenize.py:23(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
      114    0.000    0.000    0.000    0.000 transfer_base.py:12(__init__)
        1    0.000    0.000    0.001    0.001 transfer_base.py:2(<module>)
        1    0.000    0.000    0.000    0.000 transfer_base.py:6(TransferBase)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.062    0.062 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        2    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1002(SafeEval)
       12    0.000    0.000    0.000    0.000 utils.py:117(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1579(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1611(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1840(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1880(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:37(KnownFailureException)
        1    0.003    0.003    0.034    0.034 utils.py:4(<module>)
       12    0.000    0.000    0.000    0.000 utils.py:51(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:56(_Deprecate)
       12    0.000    0.000    0.000    0.000 utils.py:68(__init__)
       12    0.000    0.000    0.000    0.000 utils.py:73(__call__)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:361(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:377(__exit__)
        5    0.000    0.000    0.001    0.000 warnings.py:67(filterwarnings)
        2    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:297(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
     1312    0.016    0.000   47.917    0.037 weighted_jacobi.py:16(__init__)
        1    0.000    0.000    0.000    0.000 weighted_jacobi.py:2(<module>)
     8886    0.032    0.000    0.181    0.000 weighted_jacobi.py:32(smooth)
        1    0.000    0.000    0.000    0.000 weighted_jacobi.py:8(WeightedJacobi)
      285    0.001    0.000    0.001    0.000 {__import__}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
       30    0.000    0.000    0.000    0.000 {_sre.compile}
      173    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
      592    0.000    0.000    0.000    0.000 {abs}
   660569    0.330    0.000    0.793    0.000 {all}
   658800    0.393    0.000    0.751    0.000 {any}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
       57    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x903bc0}
      512    0.000    0.000    0.000    0.000 {chr}
        8    0.001    0.000    0.001    0.000 {compile}
       12    0.000    0.000    0.000    0.000 {dir}
       11    0.000    0.000    0.000    0.000 {eval}
        1    0.001    0.001    0.001    0.001 {function seed at 0x7fd82d0e58c0}
    37524    0.018    0.000    0.021    0.000 {getattr}
      355    0.000    0.000    0.000    0.000 {globals}
     6755    0.006    0.000    0.008    0.000 {hasattr}
     6660    0.002    0.000    0.002    0.000 {hash}
 22327306    4.430    0.000    4.430    0.000 {isinstance}
  542/503    0.000    0.000    0.001    0.000 {issubclass}
   658800    0.114    0.000    0.114    0.000 {iter}
13429943/13429739    1.202    0.000    1.202    0.000 {len}
        1    0.000    0.000    0.000    0.000 {locals}
       15    0.000    0.000    0.022    0.001 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log10}
        2    0.000    0.000    0.000    0.000 {math.log}
       43    0.000    0.000    0.000    0.000 {math.sqrt}
   289519    0.099    0.000    0.099    0.000 {max}
       47    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'thread.lock' objects}
       26    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       27    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        5    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
      163    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     2024    0.001    0.000    0.003    0.000 {method 'any' of 'numpy.ndarray' objects}
  1084503    0.173    0.000    0.173    0.000 {method 'append' of 'list' objects}
     7143    0.007    0.000    0.007    0.000 {method 'astype' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
   373413    0.733    0.000    0.733    0.000 {method 'compress' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     2066    0.004    0.000    0.004    0.000 {method 'copy' of 'numpy.ndarray' objects}
      805    0.005    0.000    0.005    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        9    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
  1013861    0.129    0.000    0.129    0.000 {method 'extend' of 'list' objects}
      548    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
     1722    0.002    0.000    0.002    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       86    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
    31476    0.007    0.000    0.007    0.000 {method 'get' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
   138375    0.065    0.000    0.065    0.000 {method 'indices' of 'slice' objects}
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      313    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       47    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       59    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      120    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      132    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      137    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
   942718    0.418    0.000    2.881    0.000 {method 'max' of 'numpy.ndarray' objects}
   942308    0.433    0.000    3.470    0.000 {method 'min' of 'numpy.ndarray' objects}
   943463    0.510    0.000    0.510    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
   138606    0.709    0.000    0.709    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
   658819    0.081    0.000    0.081    0.000 {method 'pop' of 'dict' objects}
   418168    0.181    0.000    0.181    0.000 {method 'ravel' of 'numpy.ndarray' objects}
  2260463    6.218    0.000    6.218    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
       63    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       27    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      410    0.001    0.000    0.001    0.000 {method 'repeat' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
   660932    0.945    0.000    0.945    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       43    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       41    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
   138392    2.044    0.000    2.044    0.000 {method 'solve' of 'SuperLU' objects}
     1722    0.001    0.000    0.001    0.000 {method 'sort' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      905    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      348    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
   373413    0.278    0.000    1.895    0.000 {method 'sum' of 'numpy.ndarray' objects}
   254612    0.057    0.000    0.057    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      145    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
      999    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      116    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
     2138    0.001    0.000    0.001    0.000 {min}
        8    0.000    0.000    0.000    0.000 {next}
      279    0.000    0.000    0.000    0.000 {numpy.core.multiarray.add_docstring}
     4358    0.011    0.000    0.011    0.000 {numpy.core.multiarray.arange}
 12379661    4.834    0.000    4.834    0.000 {numpy.core.multiarray.array}
       22    0.000    0.000    0.000    0.000 {numpy.core.multiarray.can_cast}
     5284    0.068    0.000    0.068    0.000 {numpy.core.multiarray.concatenate}
   139735    0.237    0.000    0.237    0.000 {numpy.core.multiarray.copyto}
        9    0.000    0.000    0.000    0.000 {numpy.core.multiarray.dot}
   296691    0.499    0.000    0.499    0.000 {numpy.core.multiarray.empty}
       12    0.000    0.000    0.000    0.000 {numpy.core.multiarray.result_type}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
   168649    0.313    0.000    0.313    0.000 {numpy.core.multiarray.zeros}
       14    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        7    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      498    0.000    0.000    0.000    0.000 {ord}
        2    0.000    0.000    0.000    0.000 {posix.getpid}
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        2    0.000    0.000    0.000    0.000 {posix.stat}
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {posix.urandom}
   696854    0.297    0.000    0.297    0.000 {range}
       54    0.000    0.000    0.000    0.000 {repr}
    10408    0.020    0.000    0.020    0.000 {scipy.sparse._csparsetools.lil_insert}
     2986    0.012    0.000    0.012    0.000 {scipy.sparse._sparsetools.coo_tocsr}
   138768    0.264    0.000    0.264    0.000 {scipy.sparse._sparsetools.coo_todense}
     1312    0.003    0.000    0.003    0.000 {scipy.sparse._sparsetools.csc_diagonal}
     1838    0.010    0.000    0.010    0.000 {scipy.sparse._sparsetools.csc_matmat_pass1}
     1838    0.015    0.000    0.015    0.000 {scipy.sparse._sparsetools.csc_matmat_pass2}
    24096    0.047    0.000    0.047    0.000 {scipy.sparse._sparsetools.csc_matvec}
     2986    0.004    0.000    0.004    0.000 {scipy.sparse._sparsetools.csr_has_canonical_format}
      919    0.001    0.000    0.001    0.000 {scipy.sparse._sparsetools.csr_has_sorted_indices}
      398    0.003    0.000    0.003    0.000 {scipy.sparse._sparsetools.csr_matvec}
      524    0.007    0.000    0.007    0.000 {scipy.sparse._sparsetools.csr_sort_indices}
      524    0.002    0.000    0.002    0.000 {scipy.sparse._sparsetools.csr_sum_duplicates}
      521    0.003    0.000    0.003    0.000 {scipy.sparse._sparsetools.csr_tocsc}
   138768    0.142    0.000    0.142    0.000 {scipy.sparse._sparsetools.expandptr}
   138375    0.608    0.000    0.608    0.000 {scipy.sparse._sparsetools.get_csr_submatrix}
      919    0.018    0.000    0.018    0.000 {scipy.sparse.linalg.dsolve._superlu.gssv}
      936    0.079    0.000    0.079    0.000 {scipy.sparse.linalg.dsolve._superlu.gstrf}
      254    0.000    0.000    0.000    0.000 {setattr}
        1    0.000    0.000    0.000    0.000 {sorted}
      805    0.003    0.000    0.003    0.000 {sum}
       72    0.000    0.000    0.000    0.000 {sys._getframe}
        7    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       10    0.000    0.000    0.000    0.000 {thread.get_ident}
       19    0.000    0.000    0.000    0.000 {time.time}
        8    0.000    0.000    0.000    0.000 {vars}
      821    0.001    0.000    0.001    0.000 {zip}


