   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:845(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:85(MaskedArrayFutureWarning)
       27    0.000    0.000    0.000    0.000 core.py:863(__init__)
        4    0.000    0.000    0.000    0.000 core.py:89(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:921(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:941(__init__)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
   511902    1.826    0.000   31.239    0.000 csc.py:110(transpose)
   511788    2.992    0.000   72.636    0.000 csc.py:147(__getitem__)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
   729911    0.160    0.000    0.160    0.000 csc.py:195(_swap)
     4612    0.002    0.000    0.003    0.000 csc.py:200(isspmatrix_csc)
        1    0.002    0.002    0.002    0.002 csr.py:1(<module>)
   138375    0.635    0.000    7.356    0.000 csr.py:128(transpose)
      410    0.126    0.000    0.253    0.001 csr.py:133(tolil)
      521    0.008    0.000    0.050    0.000 csr.py:156(tocsc)
        1    0.000    0.000    0.000    0.000 csr.py:21(csr_matrix)
  2329051    0.578    0.000    0.578    0.000 csr.py:212(_swap)
   511788    1.341    0.000   24.054    0.000 csr.py:217(__getitem__)
   138375    0.352    0.000    9.623    0.000 csr.py:349(_get_row_slice)
   138375    0.694    0.000    9.163    0.000 csr.py:392(_get_submatrix)
   276750    0.298    0.000    0.556    0.000 csr.py:397(process_slice)
   276750    0.115    0.000    0.115    0.000 csr.py:420(check_bounds)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       18    0.000    0.000    0.000    0.000 data.py:106(_create_method)
        1    0.000    0.000    0.000    0.000 data.py:121(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 data.py:22(_data_matrix)
   945185    0.699    0.000    1.725    0.000 data.py:23(__init__)
   688960    0.218    0.000    0.218    0.000 data.py:26(_get_dtype)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
     1033    0.016    0.000    0.080    0.000 data.py:98(_mul_scalar)
        1    0.000    0.000    0.003    0.003 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:160(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:195(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:224(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:234(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:250(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:261(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:272(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:284(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:298(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:310(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:321(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:359(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3749(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3764(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3783(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3810(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3817(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:505(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:514(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5419(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5673(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5677(__init__)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.011    0.011 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       39    0.000    0.000    0.000    0.000 decorator.py:115(<lambda>)
        8    0.000    0.000    0.000    0.000 decorator.py:151(update)
        8    0.000    0.000    0.001    0.000 decorator.py:168(make)
        8    0.000    0.000    0.002    0.000 decorator.py:199(create)
       16    0.000    0.000    0.000    0.000 decorator.py:217(<genexpr>)
        6    0.000    0.000    0.001    0.000 decorator.py:222(decorate)
        2    0.000    0.000    0.000    0.000 decorator.py:235(decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:269(ContextManager)
        1    0.001    0.001    0.028    0.028 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:51(getfullargspec)
        7    0.000    0.000    0.000    0.000 decorator.py:53(__init__)
       30    0.000    0.000    0.000    0.000 decorator.py:59(__iter__)
        1    0.000    0.000    0.000    0.000 decorator.py:84(FunctionMaker)
        8    0.000    0.000    0.001    0.000 decorator.py:94(__init__)
        1    0.002    0.002    0.036    0.036 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:17(dia_matrix)
      410    0.001    0.000    0.132    0.000 dia.py:239(tocsr)
     1312    0.004    0.000    0.295    0.000 dia.py:243(tocsc)
     1722    0.067    0.000    0.220    0.000 dia.py:247(tocoo)
     1722    0.001    0.000    0.001    0.000 dia.py:275(isspmatrix_dia)
     1722    0.020    0.000    0.112    0.000 dia.py:76(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
      114    0.000    0.000    0.000    0.000 dok.py:114(getnnz)
   373410   12.131    0.000   43.140    0.000 dok.py:231(__setitem__)
        1    0.000    0.000    0.000    0.000 dok.py:29(dok_matrix)
      114    0.002    0.000    0.030    0.000 dok.py:448(tocoo)
      114    0.000    0.000    0.046    0.000 dok.py:469(tocsc)
      228    0.000    0.000    0.000    0.000 dok.py:491(_list)
      114    0.001    0.000    0.003    0.000 dok.py:79(__init__)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1349(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1361(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1415(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1431(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
        9    0.000    0.000    0.000    0.000 extras.py:231(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:235(getdoc)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
   373413    0.298    0.000    1.031    0.000 fromnumeric.py:1619(compress)
     2024    0.001    0.000    0.006    0.000 fromnumeric.py:1892(any)
      805    0.001    0.000    0.006    0.000 fromnumeric.py:2047(cumsum)
     1048    0.002    0.000    0.004    0.000 fromnumeric.py:2566(ndim)
   329400    0.173    0.000    0.173    0.000 fromnumeric.py:2659(size)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:2036(vectorize)
        2    0.000    0.000    0.000    0.000 function_base.py:2151(__init__)
      281    0.001    0.000    0.002    0.000 function_base.py:3933(add_newdoc)
   658800    0.351    0.000    0.465    0.000 function_base.py:48(iterable)
       12    0.000    0.000    0.000    0.000 function_base.py:9(linspace)
       39    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
       39    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        2    0.000    0.000    0.000    0.000 genericpath.py:23(exists)
        2    0.000    0.000    0.011    0.006 getlimits.py:127(_init)
       24    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        4    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
        2    0.000    0.000    0.000    0.000 getlimits.py:149(<lambda>)
       12    0.000    0.000    0.000    0.000 getlimits.py:150(<lambda>)
       10    0.000    0.000    0.000    0.000 getlimits.py:151(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:195(iinfo)
  1893274    5.432    0.000    5.432    0.000 getlimits.py:245(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
  1893271    0.896    0.000    0.896    0.000 getlimits.py:270(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        5    0.000    0.000    0.011    0.002 getlimits.py:94(__new__)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        1    0.026    0.026    0.026    0.026 hashlib.py:56(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1815(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.001    0.001    0.002    0.002 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
      684    0.002    0.000    0.002    0.000 index_tricks.py:665(fill_diagonal)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
       14    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        7    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        1    0.000    0.000    0.026    0.026 inspect.py:25(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        7    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
        7    0.000    0.000    0.000    0.000 inspect.py:744(getargs)
        7    0.000    0.000    0.000    0.000 inspect.py:804(getargspec)
       51    0.000    0.000    0.000    0.000 inspect.py:838(strseq)
        6    0.000    0.000    0.000    0.000 inspect.py:845(formatargspec)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:451(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:494(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:519(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:545(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:569(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:601(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:617(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 interface.py:632(IdentityOperator)
        1    0.000    0.000    0.001    0.001 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:73(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:76(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        1    0.002    0.002    0.031    0.031 iterative.py:1(<module>)
        5    0.000    0.000    0.000    0.000 iterative.py:69(set_docstring)
        5    0.000    0.000    0.000    0.000 iterative.py:70(combine)
        1    0.000    0.000    0.006    0.006 iterators.py:33(<module>)
        1    0.000    0.000    0.000    0.000 jacobi.py:1(<module>)
      410    0.282    0.001    0.985    0.002 jacobi.py:36(specificJacobi)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1765(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lapack.py:346(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.016    0.016 lgmres.py:4(<module>)
      410    0.001    0.000    0.001    0.000 lil.py:129(set_shape)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
        1    0.002    0.002    0.002    0.002 lil.py:2(<module>)
    10408    0.027    0.000    0.052    0.000 lil.py:267(__setitem__)
      805    0.227    0.000    0.628    0.001 lil.py:372(tocsr)
      407    0.002    0.000    0.208    0.001 lil.py:395(tocsc)
      410    0.056    0.000    0.069    0.000 lil.py:83(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:10(<module>)
        9    0.000    0.000    0.000    0.000 linalg.py:111(isComplexType)
      419    0.004    0.000    0.008    0.000 linalg.py:1976(norm)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linear_transfer2D.py:1(<module>)
     2727    0.002    0.000    0.027    0.000 linear_transfer2D.py:108(prolong)
      114    0.003    0.000   87.054    0.764 linear_transfer2D.py:15(__init__)
      114    1.338    0.012   87.025    0.763 linear_transfer2D.py:36(__get_prolongation_matrix)
        1    0.000    0.000    0.000    0.000 linear_transfer2D.py:7(LinearTransfer2D)
      114    0.001    0.000    0.025    0.000 linear_transfer2D.py:88(__get_restriction_matrix)
     2116    0.002    0.000    0.021    0.000 linear_transfer2D.py:98(restrict)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
      936    0.006    0.000    0.089    0.000 linsolve.py:186(splu)
        1    0.000    0.000    0.000    0.000 linsolve.py:24(MatrixRankWarning)
      919    0.002    0.000    0.053    0.000 linsolve.py:324(factorized)
     1838    1.602    0.001   47.283    0.026 linsolve.py:56(spsolve)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        2    0.004    0.002    0.011    0.006 machar.py:116(_do_init)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        2    0.000    0.000    0.011    0.006 machar.py:98(__init__)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 matfuncs.py:180(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:216(ProductOperator)
        1    0.000    0.000    0.017    0.017 matfuncs.py:3(<module>)
     1312    0.067    0.000   47.424    0.036 matfuncs.py:34(inv)
        1    0.000    0.000    0.000    0.000 matfuncs.py:346(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.001    0.001 misc.py:1(<module>)
        1    0.000    0.000    0.003    0.003 misc.py:12(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:318(Counter)
        1    0.000    0.000    0.004    0.004 misc.py:37(<module>)
        2    0.000    0.000    0.000    0.000 misc.py:55(recursive_repr)
        2    0.000    0.000    0.000    0.000 misc.py:58(decorating_function)
        1    0.000    0.000    0.000    0.000 misc.py:732(ChainMap)
        1    0.000    0.000    0.000    0.000 misc.py:86(_Link)
        1    0.000    0.000    0.000    0.000 misc.py:89(OrderedDict)
        1    0.000    0.000    0.000    0.000 multigrid_base.py:1(<module>)
       48    0.000    0.000    0.001    0.000 multigrid_base.py:22(__init__)
      526    0.004    0.000    0.007    0.000 multigrid_base.py:50(reset_vectors)
      393    0.007    0.000   48.227    0.123 multigrid_base.py:59(attach_smoother)
        1    0.000    0.000    0.000    0.000 multigrid_base.py:6(MultigridBase)
       45    0.000    0.000   87.055    1.935 multigrid_base.py:79(attach_transfer)
        1    0.000    0.000    0.000    0.000 mymultigrid.py:1(<module>)
       45    0.000    0.000    0.001    0.000 mymultigrid.py:11(__init__)
      526    0.023    0.000    0.271    0.001 mymultigrid.py:17(do_v_cycle)
        1    0.000    0.000    0.000    0.000 mymultigrid.py:7(MyMultigrid)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:19(<module>)
        1    0.000    0.000    0.000    0.000 newbytes.py:24(BaseNewBytes)
        1    0.000    0.000    0.000    0.000 newbytes.py:32(newbytes)
        1    0.000    0.000    0.001    0.001 newbytes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 newdict.py:17(<module>)
        1    0.000    0.000    0.000    0.000 newdict.py:29(BaseNewDict)
        1    0.000    0.000    0.000    0.000 newdict.py:37(newdict)
        1    0.000    0.000    0.000    0.000 newint.py:22(BaseNewInt)
        1    0.000    0.000    0.000    0.000 newint.py:31(newint)
        1    0.000    0.000    0.000    0.000 newint.py:7(<module>)
        1    0.000    0.000    0.000    0.000 newlist.py:13(<module>)
        1    0.000    0.000    0.000    0.000 newlist.py:26(BaseNewList)
        1    0.000    0.000    0.000    0.000 newlist.py:34(newlist)
        1    0.000    0.000    0.000    0.000 newnext.py:37(<module>)
        1    0.000    0.000    0.000    0.000 newobject.py:38(<module>)
        1    0.000    0.000    0.000    0.000 newobject.py:59(newobject)
        1    0.000    0.000    0.000    0.000 newrange.py:146(range_iterator)
        1    0.000    0.000    0.004    0.004 newrange.py:19(<module>)
        1    0.000    0.000    0.000    0.000 newrange.py:30(newrange)
        1    0.001    0.001    0.004    0.004 newround.py:3(<module>)
        1    0.000    0.000    0.000    0.000 newstr.py:41(<module>)
        1    0.000    0.000    0.000    0.000 newstr.py:56(BaseNewStr)
        1    0.000    0.000    0.000    0.000 newstr.py:64(newstr)
        1    0.000    0.000    0.000    0.000 newsuper.py:32(<module>)
        1    0.000    0.000    0.068    0.068 newton.py:1(<module>)
     15/3    0.005    0.000   87.968   29.323 newton.py:107(do_newton_fmg_cycle)
        1    0.000    0.000    0.000    0.000 newton.py:17(Newton)
        3    0.000    0.000   16.395    5.465 newton.py:21(__init__)
      378    0.001    0.000    0.010    0.000 newton.py:31(single_push)
      756    0.002    0.000    0.016    0.000 newton.py:41(single_pull)
      378    0.001    0.000    0.016    0.000 newton.py:48(pull)
        3    0.003    0.001    0.181    0.060 newton.py:52(do_newton_lu_cycle)
        3    0.001    0.000   32.789   10.930 newton.py:69(newton_mg)
       27    0.023    0.001  100.972    3.740 newton.py:74(do_newton_cycle)
        2    0.000    0.000    0.006    0.003 nonlinear2d.py:14(__get_partial_matrix)
        1    0.000    0.000    0.000    0.000 nonlinear2d.py:2(<module>)
      240    0.113    0.000    0.401    0.002 nonlinear2d.py:28(A)
        2    0.001    0.000    0.007    0.003 nonlinear2d.py:34(__get_rhs)
     1922    0.006    0.000    0.006    0.000 nonlinear2d.py:39(<lambda>)
        2    0.001    0.000    0.002    0.001 nonlinear2d.py:45(__get_u_exact)
        1    0.000    0.000    0.000    0.000 nonlinear2d.py:5(Nonlinear2D)
     1922    0.001    0.000    0.001    0.000 nonlinear2d.py:50(<lambda>)
        2    0.000    0.000    0.015    0.007 nonlinear2d.py:6(__init__)
        1    0.000    0.000    0.003    0.003 nontrivial2d.py:14(__get_partial_matrix)
        1    0.000    0.000    0.000    0.000 nontrivial2d.py:2(<module>)
      158    0.069    0.000    0.285    0.002 nontrivial2d.py:28(A)
        1    0.000    0.000    0.005    0.005 nontrivial2d.py:34(__get_rhs)
      961    0.004    0.000    0.004    0.000 nontrivial2d.py:39(<lambda>)
        1    0.000    0.000    0.002    0.002 nontrivial2d.py:48(__get_u_exact)
        1    0.000    0.000    0.000    0.000 nontrivial2d.py:5(Nontrivial2D)
      961    0.001    0.000    0.001    0.000 nontrivial2d.py:53(<lambda>)
        1    0.000    0.000    0.010    0.010 nontrivial2d.py:6(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
       40    0.000    0.000    0.000    0.000 nosetester.py:170(__init__)
       19    0.000    0.000    0.000    0.000 nosetester.py:511(_numpy_tester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.001    0.001    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.001    0.001    0.003    0.003 numeric.py:1(<module>)
   139735    0.152    0.000    0.616    0.000 numeric.py:148(ones)
        2    0.000    0.000    0.000    0.000 numeric.py:1871(set_string_function)
   333714    0.300    0.000    0.353    0.000 numeric.py:2064(isscalar)
        6    0.000    0.000    0.000    0.000 numeric.py:2576(seterr)
        6    0.000    0.000    0.000    0.000 numeric.py:2676(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2896(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2900(errstate)
        3    0.000    0.000    0.000    0.000 numeric.py:2963(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:2967(__enter__)
        3    0.000    0.000    0.000    0.000 numeric.py:2972(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2978(_setdef)
        3    0.000    0.000    0.000    0.000 numeric.py:365(extend_all)
  6914596    2.740    0.000    5.594    0.000 numeric.py:414(asarray)
   666221    0.391    0.000    1.030    0.000 numeric.py:484(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:55(ComplexWarning)
   138375    0.151    0.000    0.908    0.000 numeric.py:803(flatnonzero)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:774(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.001    0.001    0.002    0.002 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:860(<lambda>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:942(_can_coerce_all)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        2    0.000    0.000    0.000    0.000 numerictypes.py:964(find_common_type)
        1    0.000    0.000    0.000    0.000 odepack.py:10(ODEintWarning)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:126(orthopoly1d)
        1    0.000    0.000    0.000    0.000 orthogonal.py:90(<module>)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
        1    0.000    0.000    0.000    0.000 pickle.py:1267(_EmptyClass)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:833(Unpickler)
        1    0.001    0.001    0.013    0.013 pilutil.py:7(<module>)
        1    0.000    0.000    0.011    0.011 poisson1d.py:2(<module>)
        1    0.000    0.000    0.000    0.000 poisson1d.py:8(Poisson1D)
        1    0.000    0.000    0.000    0.000 polynomial.py:1517(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:55(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:940(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
